Formula,identifier,MG?
Al89Co5Ni6,AC,FALSE
Al89Co6Ni5,AC,FALSE
Al90Co0Ni10,AC,FALSE
Al90Co2Ni8,AC,FALSE
Al90Co4Ni6,AC,FALSE
Al90Co5Ni5,AC,FALSE
Al90Co6Ni4,AC,FALSE
Al90Co8Ni2,AC,FALSE
Al90Co10Ni0,AC,FALSE
Al91Co1Ni8,AC,FALSE
Al91Co2Ni7,AC,FALSE
Al92Co0Ni8,AC,FALSE
Al92Co2Ni6,AC,FALSE
Al92Co4Ni4,AC,FALSE
Al92Co6Ni2,AC,FALSE
Al92Co8Ni0,AC,FALSE
Al94Co6Ni0,AC,FALSE
Al84Co8Ni8,AC,FALSE
Al85Co1Ni14,AC,FALSE
Al85Co5Ni10,AC,FALSE
Al85Co10Ni5,AC,FALSE
Al86Co0Ni14,AC,FALSE
Al86Co1Ni13,AC,FALSE
Al86Co2Ni12,AC,FALSE
Al86Co3Ni11,AC,FALSE
Al86Co5Ni9,AC,FALSE
Al86Co14Ni0,AC,FALSE
Al87Co3Ni10,AC,FALSE
Al87Co4Ni9,AC,FALSE
Al87Co5Ni8,AC,FALSE
Al88Co0Ni12,AC,FALSE
Al88Co1Ni11,AC,FALSE
Al88Co2Ni10,AC,FALSE
Al88Co3Ni9,AC,FALSE
Al88Co6Ni6,AC,FALSE
Al88Co7Ni5,AC,FALSE
Al88Co8Ni4,AC,FALSE
Al88Co9Ni3,AC,FALSE
Al88Co10Ni2,AC,FALSE
Al88Co11Ni1,AC,FALSE
Al88Co12Ni0,AC,FALSE
Al89Co1Ni10,AC,FALSE
Al89Co2Ni9,AC,FALSE
Al89Co3Ni8,AC,FALSE
Al89Co4Ni7,AC,FALSE
Al89Co5Ni6,AC,FALSE
Al89Co6Ni5,AC,FALSE
Al90Co0Ni10,AC,FALSE
Al90Co2Ni8,AC,FALSE
Al90Co4Ni6,AC,FALSE
Al90Co5Ni5,AC,FALSE
Al90Co6Ni4,AC,FALSE
Al90Co8Ni2,AC,FALSE
Al90Co10Ni0,AC,FALSE
Al91Co1Ni8,AC,FALSE
Al91Co2Ni7,AC,FALSE
Al92Co0Ni8,AC,FALSE
Al92Co2Ni6,AC,FALSE
Al92Co4Ni4,AC,FALSE
Al92Co6Ni2,AC,FALSE
Al92Co8Ni0,AC,FALSE
Al94Co6Ni0,AC,FALSE
Al94Co0Ni6,CR,FALSE
Al94Co2Ni4,CR,FALSE
Al94Co4Ni2,CR,FALSE
Al96Co0Ni4,CR,FALSE
Al96Co2Ni2,CR,FALSE
Al96Co4Ni0,CR,FALSE
Al98Co0Ni2,CR,FALSE
Al98Co2Ni0,CR,FALSE
Al94Co0Ni6,CR,FALSE
Al94Co2Ni4,CR,FALSE
Al94Co4Ni2,CR,FALSE
Al96Co0Ni4,CR,FALSE
Al96Co2Ni2,CR,FALSE
Al96Co4Ni0,CR,FALSE
Al98Co0Ni2,CR,FALSE
Al98Co2Ni0,CR,FALSE
Al49Co10Si41,AM,TRUE
Al52Co23Si25,AM,TRUE
Al71Co4Si25,AM,TRUE
Al75Co10Si15,AM,TRUE
Al0Co90Zr10,AM,TRUE
Al2Co88Zr10,AM,TRUE
Al5Co85Zr10,AM,TRUE
Al25Co20Zr55,AM,TRUE
Al38Cr10Ge52,AM,TRUE
Al61Cr10Ge29,AM,TRUE
Al60Cr10Ge30,AM,TRUE
Al65Cr20Ge15,CR,FALSE
Al25Cr20La55,AM,TRUE
Al52Cr10Si38,AM,TRUE
Al58Cr17Si25,AM,TRUE
Al68Cr10Si22,AM,TRUE
Al71Cr4Si25,AM,TRUE
Al50Cr15Si35,AM,TRUE
Al55Cr10Si35,AM,TRUE
Al55Cr15Si30,AM,TRUE
Al60Cr10Si30,AM,TRUE
Al60Cr15Si25,AM,TRUE
Al65Cr10Si25,AM,TRUE
Al59Cr19Si22,CR,FALSE
Al60Cr18Si22,CR,FALSE
Al60Cr20Si20,CR,FALSE
Al61Cr21Si18,CR,FALSE
Al62Cr19Si19,CR,FALSE
Al63Cr19Si18,CR,FALSE
Al84Cr16Si0,CR,FALSE
Al85Cr15Si0,CR,FALSE
Al86Cr14Si0,CR,FALSE
Al45Cr20Si35,CR,FALSE
Al55Cr20Si25,CR,FALSE
Al55Cr25Si20,CR,FALSE
Al57Cr23Si20,CR,FALSE
Al57Cr28Si15,CR,FALSE
Al60Cr5Si35,CR,FALSE
Al60Cr30Si10,CR,FALSE
Al65Cr25Si10,CR,FALSE
Al70Cr5Si25,CR,FALSE
Al70Cr25Si5,CR,FALSE
Al75Cr5Si20,CR,FALSE
Al80Cr5Si15,CR,FALSE
Al80Cr20Si0,CR,FALSE
Al81Cr19Si0,CR,FALSE
Al83Cr17Si0,CR,FALSE
Al96Cr4Si0,CR,FALSE
Al45Cr15Si40,CR,FALSE
Al58Cr20Si22,CR,FALSE
Al60Cr25Si15,CR,FALSE
Al63Cr15Si22,CR,FALSE
Al65Cr15Si20,CR,FALSE
Al65Cr20Si15,CR,FALSE
Al68Cr15Si17,CR,FALSE
Al70Cr10Si20,CR,FALSE
Al70Cr15Si15,CR,FALSE
Al70Cr20Si10,CR,FALSE
Al75Cr10Si15,CR,FALSE
Al75Cr15Si10,CR,FALSE
Al75Cr20Si5,CR,FALSE
Al80Cr10Si10,CR,FALSE
Al85Cr5Si10,CR,FALSE
Al85Cr10Si5,CR,FALSE
Al88Cr10Si2,CR,FALSE
Al88Cr12Si0,CR,FALSE
Al90Cr5Si5,CR,FALSE
Al90Cr10Si0,CR,FALSE
Al92Cr8Si0,CR,FALSE
Al94Cr6Si0,CR,FALSE
Al20Cr10Zr70,AM,TRUE
Al75Ce20Fe5,AC,FALSE
Al77Ce18Fe5,CR,FALSE
Al64Ce23Fe13,CR,FALSE
Al65Ce20Fe15,CR,FALSE
Al67Ce18Fe15,CR,FALSE
Al71Ce17Fe12,CR,FALSE
Al60Ce20Fe20,CR,FALSE
Al65Ce15Fe20,CR,FALSE
Al60Ce23Fe17,CR,FALSE
Al60Ce25Fe15,CR,FALSE
Al65Ce25Fe10,CR,FALSE
Al70Ce10Fe20,CR,FALSE
Al70Ce15Fe15,CR,FALSE
Al70Ce20Fe10,CR,FALSE
Al65Ce20Fe15,CR,FALSE
Al62.5Ce25Fe12.5,CR,FALSE
Al62.5Ce25.5Fe12,CR,FALSE
Al65Cu20Gd15,AM,TRUE
Al10Cu25Hf65,AM,TRUE
Al10Cu30La60,AM,TRUE
Al15Cu25La60,AM,TRUE
Al20Cu0La80,AM,TRUE
Al20Cu20La60,AM,TRUE
Al20Cu25La55,AM,TRUE
Al20Cu40La40,AM,TRUE
Al20Cu50La30,AM,TRUE
Al25Cu10La65,AM,TRUE
Al25Cu15La60,AM,TRUE
Al25Cu20La55,AM,TRUE
Al25Cu25La50,AM,TRUE
Al25Cu35La40,AM,TRUE
Al30Cu0La70,AM,TRUE
Al30Cu10La60,AM,TRUE
Al30Cu15La55,AM,TRUE
Al30Cu20La50,AM,TRUE
Al30Cu35La35,AM,TRUE
Al30Cu40La30,AM,TRUE
Al35Cu10La55,AM,TRUE
Al35Cu15La50,AM,TRUE
Al40Cu0La60,AM,TRUE
Al50Cu0La50,AM,TRUE
Al85Cu5La10,AM,TRUE
Al90Cu0La10,AM,TRUE
Al90Cu5La5,AM,TRUE
Al10Cu20La70,AC,FALSE
Al20Cu10La70,AC,FALSE
Al20Cu60La20,AC,FALSE
Al40Cu10La50,AC,FALSE
Al40Cu20La40,AC,FALSE
Al85Cu10La5,AC,FALSE
Al0Cu20La80,CR,FALSE
Al0Cu40La60,CR,FALSE
Al0Cu50La50,CR,FALSE
Al10Cu0La90,CR,FALSE
Al10Cu10La80,CR,FALSE
Al10Cu50La40,CR,FALSE
Al10Cu60La30,CR,FALSE
Al10Cu70La20,CR,FALSE
Al10Cu80La10,CR,FALSE
Al30Cu50La20,CR,FALSE
Al30Cu60La10,CR,FALSE
Al40Cu30La30,CR,FALSE
Al40Cu40La20,CR,FALSE
Al50Cu10La40,CR,FALSE
Al50Cu20La30,CR,FALSE
Al50Cu30La20,CR,FALSE
Al50Cu40La10,CR,FALSE
Al60Cu0La40,CR,FALSE
Al70Cu0La30,CR,FALSE
Al70Cu20La10,CR,FALSE
Al80Cu0La20,CR,FALSE
Al80Cu10La10,CR,FALSE
Al25Cu20La55,AM,TRUE
Al25Cu20La55,AM,TRUE
Al25Cu50Mn25,CR,FALSE
Al65Cu20Mn15,CR,FALSE
Al76Cu8.5Mn15.5,CR,FALSE
Al6Cu84Nd10,AM,TRUE
Al6Cu86Nd8,AM,TRUE
Al8Cu84Nd8,AM,TRUE
Al10Cu82Nd8,AM,TRUE
Al12Cu80Nd8,AM,TRUE
Al2Cu88Nd10,AC,FALSE
Al2Cu90Nd8,AC,FALSE
Al2Cu92Nd6,AC,FALSE
Al4Cu86Nd10,AC,FALSE
Al4Cu88Nd8,AC,FALSE
Al4Cu90Nd6,AC,FALSE
Al6Cu88Nd6,AC,FALSE
Al8Cu86Nd6,AC,FALSE
Al10Cu84Nd6,AC,FALSE
Al10Cu86Nd4,AC,FALSE
Al12Cu82Nd6,AC,FALSE
Al12Cu84Nd4,AC,FALSE
Al4Cu92Nd4,CR,FALSE
Al8Cu82Nd10,CR,FALSE
Al8Cu88Nd4,CR,FALSE
Al10Cu80Nd10,CR,FALSE
Al10Cu88Nd2,CR,FALSE
Al12Cu78Nd10,CR,FALSE
Al14Cu76Nd10,CR,FALSE
Al14Cu78Nd8,CR,FALSE
Al14Cu80Nd6,CR,FALSE
Al14Cu82Nd4,CR,FALSE
Al0Cu35Ti65,AM,TRUE
Al0Cu40Ti60,AM,TRUE
Al0Cu45Ti55,AM,TRUE
Al0Cu50Ti50,AM,TRUE
Al0Cu55Ti45,AM,TRUE
Al0Cu60Ti40,AM,TRUE
Al0Cu73Ti27,AM,TRUE
Al0Cu75Ti25,AM,TRUE
Al5Cu50Ti45,AM,TRUE
Al5Cu55Ti40,AM,TRUE
Al5Cu60Ti35,AM,TRUE
Al10Cu30Ti60,AM,TRUE
Al10Cu30Ti60,AM,TRUE
Al10Cu35Ti55,AM,TRUE
Al10Cu50Ti40,AM,TRUE
Al10Cu60Ti30,AM,TRUE
Al15Cu25Ti60,AM,TRUE
Al15Cu30Ti55,AM,TRUE
Al15Cu35Ti50,AM,TRUE
Al15Cu40Ti45,AM,TRUE
Al15Cu50Ti35,AM,TRUE
Al15Cu60Ti25,AM,TRUE
Al20Cu30Ti50,AM,TRUE
Al20Cu35Ti45,AM,TRUE
Al20Cu50Ti30,AM,TRUE
Al20Cu60Ti20,AM,TRUE
Al25Cu35Ti40,AM,TRUE
Al25Cu50Ti25,AM,TRUE
Al25Cu55Ti20,AM,TRUE
Al30Cu50Ti20,AM,TRUE
Al35Cu50Ti15,AM,TRUE
Al40Cu50Ti10,AM,TRUE
Al50Cu40Ti10,AM,TRUE
Al50Cu45Ti5,AM,TRUE
Al55Cu40Ti5,AM,TRUE
Al0Cu30Ti70,AC,FALSE
Al0Cu80Ti20,AC,FALSE
Al10Cu70Ti20,AC,FALSE
Al20Cu20Ti60,AC,FALSE
Al25Cu25Ti50,AC,FALSE
Al25Cu30Ti45,AC,FALSE
Al30Cu20Ti50,AC,FALSE
Al30Cu30Ti40,AC,FALSE
Al30Cu40Ti30,AC,FALSE
Al35Cu40Ti25,AC,FALSE
Al35Cu45Ti20,AC,FALSE
Al40Cu30Ti30,AC,FALSE
Al40Cu40Ti20,AC,FALSE
Al45Cu35Ti20,AC,FALSE
Al45Cu40Ti15,AC,FALSE
Al55Cu35Ti10,AC,FALSE
Al60Cu35Ti5,AC,FALSE
Al0Cu10Ti90,CR,FALSE
Al0Cu20Ti80,CR,FALSE
Al10Cu0Ti90,CR,FALSE
Al10Cu10Ti80,CR,FALSE
Al10Cu20Ti70,CR,FALSE
Al20Cu0Ti80,CR,FALSE
Al20Cu10Ti70,CR,FALSE
Al20Cu70Ti10,CR,FALSE
Al25Cu0Ti75,CR,FALSE
Al25Cu5Ti70,CR,FALSE
Al30Cu0Ti70,CR,FALSE
Al30Cu10Ti60,CR,FALSE
Al35Cu0Ti65,CR,FALSE
Al35Cu5Ti60,CR,FALSE
Al40Cu0Ti60,CR,FALSE
Al40Cu10Ti50,CR,FALSE
Al40Cu20Ti40,CR,FALSE
Al40Cu60Ti0,CR,FALSE
Al45Cu0Ti55,CR,FALSE
Al45Cu5Ti50,CR,FALSE
Al45Cu10Ti45,CR,FALSE
Al45Cu20Ti35,CR,FALSE
Al50Cu5Ti45,CR,FALSE
Al50Cu10Ti40,CR,FALSE
Al50Cu20Ti30,CR,FALSE
Al50Cu30Ti20,CR,FALSE
Al50Cu50Ti0,CR,FALSE
Al55Cu0Ti45,CR,FALSE
Al55Cu10Ti35,CR,FALSE
Al60Cu0Ti40,CR,FALSE
Al60Cu5Ti35,CR,FALSE
Al60Cu10Ti30,CR,FALSE
Al60Cu20Ti20,CR,FALSE
Al60Cu40Ti0,CR,FALSE
Al65Cu0Ti35,CR,FALSE
Al70Cu0Ti30,CR,FALSE
Al70Cu10Ti20,CR,FALSE
Al70Cu30Ti0,CR,FALSE
Al80Cu0Ti20,CR,FALSE
Al0Cu40Ti60,AM,TRUE
Al5Cu38Ti57,AM,TRUE
Al15Cu34Ti51,AM,TRUE
Al20Cu32Ti48,AM,TRUE
Al10Cu25Ti65,AM,TRUE
Al10Cu50Ti40,AM,TRUE
Al55Cu35V10,AM,TRUE
Al60Cu30V10,AM,TRUE
Al65Cu20V15,AM,TRUE
Al65Cu25V10,AM,TRUE
Al65Cu30V5,AM,TRUE
Al67Cu20V13,AM,TRUE
Al70Cu20V10,AM,TRUE
Al75Cu15V10,AM,TRUE
Al75Cu20V5,AM,TRUE
Al80Cu10V10,AM,TRUE
Al80Cu15V5,AM,TRUE
Al85Cu5V10,AM,TRUE
Al60Cu35V5,AC,FALSE
Al65Cu20V15,AC,FALSE
Al70Cu25V5,AC,FALSE
Al75Cu10V15,AC,FALSE
Al80Cu5V15,AC,FALSE
Al87Cu5V8,AC,FALSE
Al50Cu40V10,CR,FALSE
Al60Cu25V15,CR,FALSE
Al65Cu15V20,CR,FALSE
Al75Cu25V0,CR,FALSE
Al77Cu20V3,CR,FALSE
Al80Cu20V0,CR,FALSE
Al87Cu8V5,CR,FALSE
Al75Cu15V10,AM,TRUE
Al75Cu15V10,AM,TRUE
Al0Cu40Y60,AM,TRUE
Al5Cu38Y57,AM,TRUE
Al10Cu36Y54,AM,TRUE
Al15Cu34Y51,AM,TRUE
Al20Cu32Y48,AM,TRUE
Al30Cu28Y42,AM,TRUE
Al80Cu8Y12,AM,TRUE
Al85Cu6Y9,AM,TRUE
Al0Cu40Zr60,AM,TRUE
Al0Cu56Zr44,AM,TRUE
Al0Cu60Zr40,AM,TRUE
Al20Cu25Zr55,AM,TRUE
Al15Cu25Zr60,AM,TRUE
Al10Cu25Zr65,AM,TRUE
Al7.5Cu27.5Zr65,AM,TRUE
Al0Cu33Zr67,AM,TRUE
Al5Cu30Zr65,AM,TRUE
Al7.5Cu27.5Zr65,AM,TRUE
Al10Cu25Zr65,AM,TRUE
Al15Cu20Zr65,AM,TRUE
Al20Cu15Zr65,AM,TRUE
Al33.4Fe33.3Gd33.3,AM,TRUE
Al42Fe10Ge48,AM,TRUE
Al52Fe23Ge25,AM,TRUE
Al69Fe6Ge25,AM,TRUE
Al78Fe10Ge12,AM,TRUE
Al25Fe20La55,AM,TRUE
Al75Fe14Ni11,AM,TRUE
Al87Fe1Ni12,AM,TRUE
Al88Fe3Ni9,AM,TRUE
Al82Fe4Ni14,AC,FALSE
Al84Fe2Ni14,AC,FALSE
Al86Fe0Ni14,AC,FALSE
Al86Fe1Ni13,AC,FALSE
Al86Fe2Ni12,AC,FALSE
Al86Fe5Ni9,AC,FALSE
Al86Fe8Ni6,AC,FALSE
Al87Fe1Ni12,AC,FALSE
Al87Fe4Ni9,AC,FALSE
Al87Fe5Ni8,AC,FALSE
Al88Fe0Ni12,AC,FALSE
Al88Fe1Ni11,AC,FALSE
Al88Fe2Ni10,AC,FALSE
Al88Fe4Ni8,AC,FALSE
Al88Fe5Ni7,AC,FALSE
Al88Fe6Ni6,AC,FALSE
Al88Fe8Ni4,AC,FALSE
Al88Fe10Ni2,AC,FALSE
Al88Fe12Ni0,AC,FALSE
Al89Fe1Ni10,AC,FALSE
Al89Fe2Ni9,AC,FALSE
Al89Fe3Ni8,AC,FALSE
Al89Fe5Ni6,AC,FALSE
Al90Fe0Ni10,AC,FALSE
Al90Fe2Ni8,AC,FALSE
Al90Fe4Ni6,AC,FALSE
Al90Fe5Ni5,AC,FALSE
Al90Fe6Ni4,AC,FALSE
Al90Fe8Ni2,AC,FALSE
Al90Fe10Ni0,AC,FALSE
Al92Fe0Ni8,AC,FALSE
Al92Fe2Ni6,AC,FALSE
Al92Fe4Ni4,AC,FALSE
Al92Fe6Ni2,AC,FALSE
Al92Fe8Ni0,AC,FALSE
Al94Fe6Ni0,AC,FALSE
Al94Fe0Ni6,CR,FALSE
Al94Fe2Ni4,CR,FALSE
Al94Fe4Ni2,CR,FALSE
Al96Fe0Ni4,CR,FALSE
Al96Fe2Ni2,CR,FALSE
Al96Fe4Ni0,CR,FALSE
Al98Fe0Ni2,CR,FALSE
Al98Fe2Ni0,CR,FALSE
Al86Fe2Ni12,AM,TRUE
Al86Fe3Ni11,AM,TRUE
Al86.7Fe1Ni12.3,AM,TRUE
Al87Fe1Ni12,AM,TRUE
Al87Fe2Ni11,AM,TRUE
Al87Fe3Ni10,AM,TRUE
Al87.5Fe0.5Ni12,AM,TRUE
Al87.5Fe2Ni10.5,AM,TRUE
Al87.5Fe3.5Ni9,AM,TRUE
Al88Fe1Ni11,AM,TRUE
Al88Fe3Ni9,AM,TRUE
Al88.5Fe3Ni8.5,AM,TRUE
Al82Fe4Ni14,AC,FALSE
Al83Fe3Ni14,AC,FALSE
Al84Fe2Ni14,AC,FALSE
Al84Fe3Ni13,AC,FALSE
Al84Fe4Ni12,AC,FALSE
Al85Fe1Ni14,AC,FALSE
Al85Fe2Ni13,AC,FALSE
Al85Fe3Ni12,AC,FALSE
Al85Fe5Ni10,AC,FALSE
Al86Fe0Ni14,AC,FALSE
Al86Fe1Ni13,AC,FALSE
Al86Fe2Ni12,AC,FALSE
Al86Fe3Ni11,AC,FALSE
Al86Fe4Ni10,AC,FALSE
Al86Fe7Ni7,AC,FALSE
Al87Fe5Ni8,AC,FALSE
Al87Fe6Ni7,AC,FALSE
Al88Fe0Ni12,AC,FALSE
Al88Fe1Ni11,AC,FALSE
Al88Fe2Ni10,AC,FALSE
Al88Fe4Ni8,AC,FALSE
Al88Fe5Ni7,AC,FALSE
Al88Fe6Ni6,AC,FALSE
Al88Fe8Ni4,AC,FALSE
Al88Fe8Ni4,AC,FALSE
Al88Fe10Ni2,AC,FALSE
Al89Fe1Ni10,AC,FALSE
Al89Fe2Ni9,AC,FALSE
Al89Fe3Ni8,AC,FALSE
Al89Fe4Ni7,AC,FALSE
Al89Fe5Ni6,AC,FALSE
Al89Fe6Ni5,AC,FALSE
Al89Fe7Ni4,AC,FALSE
Al89Fe9Ni2,AC,FALSE
Al90Fe0Ni10,AC,FALSE
Al90Fe1Ni9,AC,FALSE
Al90Fe2Ni8,AC,FALSE
Al90Fe4Ni6,AC,FALSE
Al90Fe5Ni5,AC,FALSE
Al90Fe6Ni4,AC,FALSE
Al90Fe8Ni2,AC,FALSE
Al90Fe8Ni2,AC,FALSE
Al90Fe10Ni0,AC,FALSE
Al90Fe10Ni0,AC,FALSE
Al91Fe1Ni8,AC,FALSE
Al91Fe2Ni7,AC,FALSE
Al91Fe3Ni6,AC,FALSE
Al91Fe6Ni3,AC,FALSE
Al92Fe0Ni8,AC,FALSE
Al92Fe2Ni6,AC,FALSE
Al92Fe4Ni4,AC,FALSE
Al92Fe5Ni3,AC,FALSE
Al92Fe6Ni2,AC,FALSE
Al92Fe8Ni0,AC,FALSE
Al92Fe8Ni0,AC,FALSE
Al94Fe6Ni0,AC,FALSE
Al94Fe6Ni0,AC,FALSE
Al94Fe0Ni6,CR,FALSE
Al94Fe0Ni6,CR,FALSE
Al94Fe2Ni4,CR,FALSE
Al94Fe2Ni4,CR,FALSE
Al94Fe4Ni2,CR,FALSE
Al94Fe4Ni2,CR,FALSE
Al96Fe0Ni4,CR,FALSE
Al96Fe0Ni4,CR,FALSE
Al96Fe2Ni2,CR,FALSE
Al96Fe2Ni2,CR,FALSE
Al96Fe4Ni0,CR,FALSE
Al96Fe4Ni0,CR,FALSE
Al98Fe0Ni2,CR,FALSE
Al98Fe0Ni2,CR,FALSE
Al98Fe2Ni0,CR,FALSE
Al98Fe2Ni0,CR,FALSE
Al100Fe0Ni0,CR,FALSE
Al82Fe4Ni14,CR,FALSE
Al84Fe4Ni12,CR,FALSE
Al84Fe6Ni10,CR,FALSE
Al84Fe8Ni8,CR,FALSE
Al86Fe6Ni8,CR,FALSE
Al86Fe8Ni6,CR,FALSE
Al86Fe10Ni4,CR,FALSE
Al86Fe12Ni2,CR,FALSE
Al88Fe10Ni2,CR,FALSE
Al88Fe12Ni0,CR,FALSE
Al0Fe80P20,AM,TRUE
Al3Fe80P17,AM,TRUE
Al5Fe85Si10,AM,TRUE
Al84Fe14Si2,AC,FALSE
Al85Fe8Si7,AC,FALSE
Al86Fe12Si2,AC,FALSE
Al88Fe10Si2,AC,FALSE
Al90Fe8Si2,CR,FALSE
Al52Fe23Si25,AM,TRUE
Al63Fe12Si25,AM,TRUE
Al2.5Fe65Tb32.5,AM,TRUE
Al7.5Fe61.7Tb30.8,AM,TRUE
Al0Fe66.7Tb33.3,CR,FALSE
Al15Fe56.7Tb28.3,CR,FALSE
Al0Fe90Zr10,AM,TRUE
Al0.018Fe89.982Zr10,AM,TRUE
Al0.036Fe89.964Zr10,AM,TRUE
Al0.054Fe89.946Zr10,AM,TRUE
Al0.09Fe89.91Zr10,AM,TRUE
Al22.5Fe67.5Zr10,AM,TRUE
Al15Fe15Zr70,AM,TRUE
Al8Ga16Mg76,AM,TRUE
Al12Ga12Mg76,AM,TRUE
Al18Ga36Mg46,AM,TRUE
Al8Ga2Mg90,CR,FALSE
Al8Ga3Mg89,CR,FALSE
Al9Ga2Mg89,CR,FALSE
Al65Gd15Ni20,AM,TRUE
Al70Gd10Ni20,AM,TRUE
Al70Gd15Ni15,AM,TRUE
Al74Gd10Ni16,AM,TRUE
Al75Gd10Ni15,AM,TRUE
Al78Gd12Ni10,AM,TRUE
Al80Gd5Ni15,AM,TRUE
Al80Gd10Ni10,AM,TRUE
Al81Gd9Ni10,AM,TRUE
Al83Gd5Ni12,AM,TRUE
Al83Gd7Ni10,AM,TRUE
Al83Gd9Ni8,AM,TRUE
Al84Gd10Ni6,AM,TRUE
Al85Gd5Ni10,AM,TRUE
Al85Gd8Ni7,AM,TRUE
Al85Gd9Ni6,AM,TRUE
Al85Gd10Ni5,AM,TRUE
Al87Gd5Ni8,AM,TRUE
Al87Gd7Ni6,AM,TRUE
Al88Gd12Ni0,AM,TRUE
Al90Gd5Ni5,AM,TRUE
Al90Gd10Ni0,AM,TRUE
Al92Gd8Ni0,AM,TRUE
Al75Gd15Ni10,AC,FALSE
Al60Gd20Ni20,CR,FALSE
Al70Gd20Ni10,CR,FALSE
Al75Gd5Ni20,CR,FALSE
Al80Gd15Ni5,CR,FALSE
Al85Gd15Ni0,CR,FALSE
Al94Gd6Ni0,CR,FALSE
Al25Gd55Ni20,AM,TRUE
Al0Gd56Si44,AM,TRUE
Al40Gd60Si0,AM,TRUE
Al45Gd55Si0,AM,TRUE
Al50Gd50Si0,AM,TRUE
Al55Gd45Si0,AM,TRUE
Al50Ge40Mn10,AM,TRUE
Al42Ge48Mn10,AM,TRUE
Al57Ge25Mn18,AM,TRUE
Al69Ge25Mn6,AM,TRUE
Al73Ge17Mn10,AM,TRUE
Al60Ge30Mn10,AM,TRUE
Al65Ge15Mn20,CR,FALSE
Al59Ge31Ni10,AM,TRUE
Al62Ge25Ni13,AM,TRUE
Al64Ge26Ni10,AM,TRUE
Al69Ge25Ni6,AM,TRUE
Al60Ge30Ni10,AM,TRUE
Al55Ge30V15,AM,TRUE
Al55Ge35V10,AM,TRUE
Al60Ge25V15,AM,TRUE
Al60Ge30V10,AM,TRUE
Al65Ge25V10,AM,TRUE
Al45Ge40V15,CR,FALSE
Al50Ge25V25,CR,FALSE
Al50Ge30V20,CR,FALSE
Al50Ge35V15,CR,FALSE
Al50Ge40V10,CR,FALSE
Al55Ge25V20,CR,FALSE
Al60Ge20V20,CR,FALSE
Al60Ge35V5,CR,FALSE
Al65Ge20V15,CR,FALSE
Al65Ge30V5,CR,FALSE
Al70Ge20V10,CR,FALSE
Al70Ge25V5,CR,FALSE
Al75Ge15V10,CR,FALSE
Al52Ge38V10,AM,TRUE
Al57Ge25V18,AM,TRUE
Al68Ge22V10,AM,TRUE
Al69Ge25V6,AM,TRUE
Al10Hf65Ni25,AM,TRUE
Al10Hf65Ni25,AM,TRUE
Al25La55Mn20,AM,TRUE
Al85La7.5Mo7.5,AM,TRUE
Al85La7.5Nb7.5,AM,TRUE
Al0La60Ni40,AM,TRUE
Al0La70Ni30,AM,TRUE
Al5La40Ni55,AM,TRUE
Al5La55Ni40,AM,TRUE
Al5La65Ni30,AM,TRUE
Al5La75Ni20,AM,TRUE
Al10La30Ni60,AM,TRUE
Al10La35Ni55,AM,TRUE
Al10La40Ni50,AM,TRUE
Al10La45Ni45,AM,TRUE
Al10La50Ni40,AM,TRUE
Al10La55Ni35,AM,TRUE
Al10La60Ni30,AM,TRUE
Al10La65Ni25,AM,TRUE
Al10La70Ni20,AM,TRUE
Al10La75Ni15,AM,TRUE
Al10La80Ni10,AM,TRUE
Al15La30Ni55,AM,TRUE
Al15La40Ni45,AM,TRUE
Al15La50Ni35,AM,TRUE
Al15La55Ni30,AM,TRUE
Al15La60Ni25,AM,TRUE
Al15La65Ni20,AM,TRUE
Al15La70Ni15,AM,TRUE
Al15La75Ni10,AM,TRUE
Al15La80Ni5,AM,TRUE
Al20La30Ni50,AM,TRUE
Al20La35Ni45,AM,TRUE
Al20La40Ni40,AM,TRUE
Al20La45Ni35,AM,TRUE
Al20La50Ni30,AM,TRUE
Al20La55Ni25,AM,TRUE
Al20La60Ni20,AM,TRUE
Al20La65Ni15,AM,TRUE
Al20La70Ni10,AM,TRUE
Al20La75Ni5,AM,TRUE
Al20La80Ni0,AM,TRUE
Al25La30Ni45,AM,TRUE
Al25La40Ni35,AM,TRUE
Al25La45Ni30,AM,TRUE
Al25La50Ni25,AM,TRUE
Al25La55Ni20,AM,TRUE
Al25La60Ni15,AM,TRUE
Al25La65Ni10,AM,TRUE
Al25La70Ni5,AM,TRUE
Al30La20Ni50,AM,TRUE
Al30La25Ni45,AM,TRUE
Al30La30Ni40,AM,TRUE
Al30La35Ni35,AM,TRUE
Al30La40Ni30,AM,TRUE
Al30La45Ni25,AM,TRUE
Al30La50Ni20,AM,TRUE
Al30La55Ni15,AM,TRUE
Al30La60Ni10,AM,TRUE
Al30La65Ni5,AM,TRUE
Al35La25Ni40,AM,TRUE
Al35La30Ni35,AM,TRUE
Al35La35Ni30,AM,TRUE
Al35La40Ni25,AM,TRUE
Al35La45Ni20,AM,TRUE
Al35La50Ni15,AM,TRUE
Al35La55Ni10,AM,TRUE
Al35La60Ni5,AM,TRUE
Al40La20Ni40,AM,TRUE
Al40La25Ni35,AM,TRUE
Al40La30Ni30,AM,TRUE
Al40La35Ni25,AM,TRUE
Al40La40Ni20,AM,TRUE
Al40La45Ni15,AM,TRUE
Al40La50Ni10,AM,TRUE
Al40La55Ni5,AM,TRUE
Al40La60Ni0,AM,TRUE
